text,true_intent,retrieval_score
"@AmazonHelp 
Hey preordered the new @212203 game and no relase day delivery. Messaged and called customer service no help https://t.co/iWWG3Slz4S",delivery_delay,1.0
"@AmazonHelp @115851 5 days after package was guaranteed delivery, I still dont have it. Amz supervisor hangs up on me. #awful",delivery_not_received,1.0
"@AmazonHelp Provvederò quanto prima; se potete far qualcosa, ringrazio fin da ora. Non è la prima né la seconda volta.",other_non_actionable,1.0
@AmazonHelp Trying to escalate a returns issue. A supervisor was supposed to email me yesterday morning but didn't.,refund_or_return,1.0000000000000002
@115821 @AmazonHelp So not only did your delivery guy lied about how he delivered my package.. he also shot a free throw FTW! https://t.co/9MxV3bTBxg https://t.co/orONGaE24f,delivery_not_received,1.0
"@AmazonHelp nothing was damaged, but something as delicate as a graphics card should be packaged a lot more than it was",seller_or_product_complaint,1.0
メールアドレス変えたからamazonで変更しようと思ったのにパスワード忘れて詰んだ,account_or_security,0.0
i think someone stole my amazon package of the first seven fast and furious movies and i guess it's time for me to learn how to drive and get a family real fast and get them back.,delivery_not_received,0.4800001051028498
@AmazonHelp UK,other_non_actionable,1.0
@115821 ARE YOU working on fixing my app or do I have to suffer without you for an entire day? 😭😭😭,product_or_digital_issue,0.44799246315217184
@AmazonHelp Una máscara y el HC de The Dark Knight Saga para saber como comportarse 😄,other_non_actionable,1.0
Abriendo paquetitos de @116928 😍😍,other_non_actionable,0.5442866626386842
When you have Prime and have free same day delivery and it ends up being longer then that .... @AmazonHelp I needed my shit like yesterday https://t.co/4f4dG181mo,delivery_delay,1.0
@AmazonHelp They already charged my card last night,payment_or_billing,1.0
@AmazonHelp  I am waiting for my one day promised delivery even on the second day. PATHETIC! No response. Order# 114-1485690-6070629,delivery_delay,1.0
"@AmazonHelp Ok, I will delete this image, thanks for taking care of our privacy.",other_non_actionable,1.0
This keeps happening after Touch ID scan! Can you help me please @115850 https://t.co/5mzV6nXSYK,account_or_security,0.4392494429496224
@115821 Great to know that you hire customer service reps who hang up the phone on YOUR customers because they don't want to deal them!!,other_non_actionable,0.4207688533952783
@AmazonHelp Cheers for the quick response. Can't seem to select location for N.Ireland. I'll wait for ticket link and check back. Thanks again 😁,other_non_actionable,1.0000000000000002
"@115850 
My tracking #511355783673 
Delivery man didn't handover the package to me. From where to collect?
Where and how to contact you",delivery_not_received,0.37582070286390734
Der Qualität und Geschwindigkeit der Lieferung war mal ein Grund bei @116316 zu bestellen. Heute ist es ein Grund dagegen.,delivery_delay,0.2977695795406582
"@AmazonHelp Once again.........This is sheer harassment.... Utterly shameful, not first time, I am harassed for returning a product completely damaged https://t.co/hQMOHgIhBF",refund_or_return,1.0000000000000002
"Cher @120533 ton service se dégrade ...
Je fais comment now ???? Il est où le joli bouton « service clients » ?
Et livraison mercredi au lieu de ce matin ??? https://t.co/eewn23idm7",delivery_delay,0.28420127874846657
@115821 @779211 https://t.co/ujRGE6u69P,other_non_actionable,0.7841315769547131
@115850 Bullshit you never deliver prepaid orders on time. And the ones having COD tend to arrive before time.,delivery_delay,0.4833467118012534
"@AmazonHelp I did, was online at 12.30 before the 12.31 start selected the item, yet could not checkout, product became unavailable.",order_issue,1.0000000000000002
@AmazonHelp Change from original estimate oct 21 by 8pm to anywhere between oct 21-24. Not sure why I paid extra for overnight if this was goingto occur,delivery_delay,0.9999999999999999
You can’t beat @118702 in any mode. This is a service from another level. Where @115821 sucks always Flipkart kills by their words,other_non_actionable,0.3516071626533518
"@115830 for 3 years plus I’ve been ordering through Amazon Prime and now my address is suddenly invalid?! 😠 defo not renewing the subscription, totally useless. Didn’t even knock on my ‘safe neighbours’ house #NotImpressed https://t.co/BeTWmZF6CV",delivery_attempt_issue,0.2923509781639432
@268666 @AmazonHelp @115850 Seriously. This is not the first time im facing this. Keep happening. They always promise something and then come up with excuses. They again promised a delivery before 12 noon today. Let's see,delivery_delay,1.0000000000000002
@115830 @115821 @AmazonHelp @115821 rejecting my review because I haven’t spent £40???? https://t.co/5CafzqdPfH,seller_or_product_complaint,1.0000000000000002
@115850 Frm ystrdy the status remains same. We hvn't hold payment by any means. Nobody infrmd. We called the prsn bt he is having dayoff. https://t.co/0S6PkmDcDj,delivery_delay,0.2179524085026674
"@AmazonHelp Yes I did but not impressed with the people on the phone.Why didn't your people ring the bell,why wasnt a card left and where is the parcel?",delivery_not_received,1.0000000000000002
@AmazonHelp Can u please update about my cashback ???,payment_or_billing,1.0
And yes that deserve two tweets and a follow up tweet @115821 you guys are amazing at customer service #grateful #helpful #thanks,other_non_actionable,0.3441983760882608
@AmazonHelp Attached the screenshot https://t.co/pOh0Ly52MB,other_non_actionable,1.0
"I love you &amp; despise you at the same time, @115821",other_non_actionable,0.7925665688555997
"@116928 compré un libro, se perdió en el camino, volvieron a mandarlo, no llegó, hice todo tipo de gestiones sin éxito. ¿Cuándo me van a entregar el libro? Pedido n.º 408-4988809-6162761",delivery_not_received,0.270433152718198
"@AmazonHelp Sauf qu'on aurait pris chez un autre vendeur, qui était bien listé. Et l'erreur était que vous aviez listé des mauvais produits.",seller_or_product_complaint,1.0
@AmazonHelp 😂 😂 alles gut.. Waren nur zwei. War schon okay so. Sicher ist sicher. Kokosöl Flasche war drin.,other_non_actionable,1.0
"@360300 @115821 I've no idea why I joined Prime, the Amazon couriers are utterly useless, rarely get anything on time",delivery_delay,0.37414061858817205
@AmazonHelp It’s been replaced once (the 1st time) and “updated” the 2nd. It won’t even turn on now. It’s fully charged.,product_or_digital_issue,1.0
@AmazonHelp I recharged my jio no for the first time using amazon pay. But I received a mail saying I’ll get cashback of ₹20 instead of ₹99.,payment_or_billing,1.0000000000000002
@AmazonHelp I fully intend to 😉 do you know when they’ll be available?,other_non_actionable,1.0000000000000004
"@AmazonHelp ill try every way to contact but always fail.
no reply of yourside. 
i want resolve right here. or you make a call of my contact nomber.",other_non_actionable,1.0
"@AmazonHelp Hello, any reason why the Kindle Store is not loading on my kindle paperwhite? I click the recommended for you link and I just get a completely blank screen. I’ve tried restarting...",product_or_digital_issue,1.0
"@AmazonHelp En ""compañía de transporte: other"" y al clicar encima me sale este mensaje https://t.co/dkmVqwIIDW",delivery_attempt_issue,1.0
@AmazonHelp Yes... already shared,other_non_actionable,1.0
@AmazonHelp marque y ya quedó :) el problema era que el país de mis contenidos era en USA  y ajustándolo a México quedó,product_or_digital_issue,1.0
@AmazonHelp The last tracker today says it will arrive between Saturday and Wednesday. If I needed it next week I wouldn’t have been using prime https://t.co/CiyqxPFT8c,delivery_delay,1.0000000000000002
@AmazonHelp So if I buy the year and cancel will I get my money back?,prime_subscription,1.0
"Seria meu sonho trabalhar na @117086??? 
S
E
R
I
A",other_non_actionable,0.5850468774265508
@AmazonHelp Me dicen que está demorado en el tránsito. Son baterías para abanicos para casa de mi mamá de 91 años y las necesita ASAP.,delivery_delay,1.0000000000000002
"@120533, I have been client of US Amazon since years ago and over there the service is impecable however I cannot understand why here in France your service is so erratic so unreliable. This 3rd time I try to buy this item unsuccessfully .Please check your management system... https://t.co/7PoWI11iDM",order_issue,0.2742826843141954
"@AmazonHelp hi amazon, apparently a package has been delivered when it hasn’t, how do I report it?",delivery_not_received,1.0
@AmazonHelp i have shared the details but no one has contacted me yet. If you not able to contact me in next one hour there is no reason to contact me.,other_non_actionable,1.0
@AmazonHelp I called via your link? I got $10- order was 34 minutes late on top of all the cancellation stuff,delivery_delay,1.0000000000000002
"@AmazonHelp 9558817746
__email__

check my problem and do thing right",other_non_actionable,1.0000000000000002
"@AmazonHelp Still not received it. Had another delivery from you, but not the things that were meant to arrive yesterday",delivery_delay,1.0000000000000002
Amazonを名乗った迷惑メール最近来るんだが…Amazon側に報告した方がいいのかしら？,account_or_security,0.0
@210549 @116316 einen Baumwollstrick bitte,other_non_actionable,0.46106148833498517
@AmazonHelp Des isn Scherz oder?,other_non_actionable,1.0
"@AmazonHelp Donc voilà, c’est bien gentil de privatiser et vouloir avoir votre propre service de livraison mais le service publique fait beaucoup mieux",delivery_attempt_issue,1.0
"@115821 @123967 i called customer service and they told me to ""try to locate my package"" .... How am I supposed to locate my package??!",delivery_not_received,0.6724612256649234
"@AmazonHelp I tried getting you to call me on 2 different phones. Neither rang. It appears I am not the only one unhappy with @6967 courier. Quick search for #amazon &amp; that's the first 2 tweets. If this is how my free trial of Prime is, you can bet I'm not going to pay for it.",delivery_delay,1.0
"@115821 140 shipments to make and rude seller permonace stopped everything saying ""rewiew"" small company dying here ,national trading llc",seller_or_product_complaint,0.3090696124085351
Dear @115850. I need 50 hard copy gift cards worth 1000 rs each. Please get in touch. Can't reach you,other_non_actionable,0.3703807090659604
@AmazonHelp @AmazonHelp your team doing totally farud with us we are seller if our account was suspend then why your team not giving any support or guide us. You charging a big amount commission and also doing farud,seller_or_product_complaint,1.0
"@115833 Do I ALWAYS hv to tell #Alexa “to play on @115888” after a request for my premium acct? Otherwise, it’ll ONLY play a sample.",product_or_digital_issue,0.38154920746377785
"@AmazonHelp Non pas encore, comment dois-je procéder ?

Je suis en Prime en plus, c'est assez embêtant sachant que je pars de chez moi à partir de demain 12h",delivery_delay,1.0
@AmazonHelp I have reset and changed my password multiple times yet it always says it's incorrect,account_or_security,1.0000000000000002
@AmazonHelp any idea when my order is due? its due to be picked up from a pinball locker,order_issue,1.0
@115850 Below message on WhatsApp true or spam?? https://t.co/29vl8ORWCQ,other_non_actionable,0.3475496787152702
@AmazonHelp I have  to get the Item today itself.  I am leaving from home tommorrow. Else I hav to cancel my order.,delivery_delay,1.0
Dear @119625 it's @6714  from #RajaTheGreat Not @6715 please change the Name https://t.co/GyPVcJYzlU,other_non_actionable,0.5056506711128036
@AmazonHelp Yes but No reply,other_non_actionable,1.0
@AmazonHelp It was delievered today. Thanks!,other_non_actionable,1.0
"@522846 @115830 Screwed us over, shipped last night, on target for delivery then this? Wtf, called them up and they haven't got a clue, Disaster! https://t.co/6VeGEWaGf1",delivery_delay,0.3135529861221738
"@115851 Even after requesting and then sending legal notice to Amazon India to stop sellers undercutting us by selling counterfeits of Aquagrand Plus &amp; Florentine purifiers, they are not blocking them for mere sales. I believe you do not support frauds. Need help #bezos",seller_or_product_complaint,0.28295202906964967
"@AmazonHelp Kann es sein, dass dieser Hinweis in der mobilen Ansicht nicht angezeigt wird?",product_or_digital_issue,1.0
んーAmazonのプライム会員になろうかな,prime_subscription,0.0
@115821 good morning. For 10 months+ I have been having unresolved issues of a deduction of $119.97 wrongly deducted from my bank account.,payment_or_billing,0.37423017475166104
"@AmazonHelp Engineer supposed to come today at 10 am, he hasn't come and he is not picking up his phone. I am sick and tired of this now",delivery_attempt_issue,1.0
Became a prime user yesterday and this is how amazon sends me my first product. An open toothpaste box. Extremely frustrated #AmazonIndia https://t.co/eRkFdYQ3kP,seller_or_product_complaint,0.36396489800296605
@AmazonHelp You call me service is unavailable and im unable to call the number. #Help,other_non_actionable,1.0
"I ordered gold coin on 15th Oct'17 and received empty package on 29th Oct'17. No proper response and eluding from the facts,Order No: 402-1141217-7676326
I Trust your logo A-Z smile and hope I get my issue resolved at the earliest.
#IAMTHEVICTIM
@115850 @115851",order_issue,0.3532766962764186
"Please, where's my order? Delivery was at 8pm yrstdy, got a text at 7:47p informing me of undelivered package @AmazonHelp  @115821 #URGENT",delivery_not_received,1.0000000000000002
@AmazonHelp can I ask why a family members bank details - which were used when paying for two kindles from your website - were saved on both kindles when they switched it on post delivery???,account_or_security,1.0000000000000002
It looks like I cannot access my #primevideo when I'm visiting/working in #Canada . ?? @115821 @AmazonHelp Thx!,product_or_digital_issue,1.0
"@115850 I have ordered iphone 6 .It said the delivery date is by 17th Oct,bt nw it show delayed.why? Pls help.",delivery_delay,0.42612387620320047
プライムはベビメタやでんぱ組などアイドルも多いのがとてもよいです。あと、天野月、イエモン、LUNA SEA、東京事変、BOOWYなどが聴けるのがありがたいです。,other_non_actionable,0.31541856427786724
@AmazonHelp I’m in Belgium waiting for an undelivered package. They told me it was at the post office so I went to pick it up and it’s not there either😩,delivery_not_received,1.0
@AmazonHelp I need your help. I don’t have amazon prime is this legit saying about renewing my subscription? And asking me all this details https://t.co/Iy0iSSvP4i,prime_subscription,1.0
@115830 WTF!!! Just been sent 2 parcels of used rubbish 😱😡 https://t.co/25Nlai5L21,seller_or_product_complaint,0.4441427707216978
"@117804 Oi eu aderi ao unlimited,pensei que ia entrar no 1 mês grátis mas apareceu 3 meses.Como saber se to no 3 meses por R$1,99, no 1 mês gratis ou no plano comum? nao to achando o valor aderido no site :(",prime_subscription,0.2849080693722867
"I like @115821 but wish they'd get their act together with packaging, one huge box for one little item 😞 https://t.co/hHuU6LQy5o",seller_or_product_complaint,0.3639576502445212
"Seriously @115821?! You’re going to deliver this box to my house at the holidays?! Come on, man! https://t.co/EZ8weN6o9q",seller_or_product_complaint,0.35379777915188576
"Hey @AmazonHelp, why is the 1rst season of Preacher only available in French in Belgium?",product_or_digital_issue,1.0
@115821 you have some major problems with your delivery service.  Repeated mistakes and lost packages.,delivery_not_received,0.4666943877937494
@AmazonHelp just had a notification  that my package was damaged in transit and returned. What do I do?,delivery_attempt_issue,1.0
@21306 someone plagiarized my writing in A SELF published book on @115821 the help center is useless,seller_or_product_complaint,0.4215608284610274
"@AmazonHelp Nope, no emails.  Should I have received any?",other_non_actionable,1.0000000000000002
@AmazonHelp Préparer pour l’hiver avec qualité a coupe le souffle  #amazon https://t.co/4dokMKhiEM,other_non_actionable,1.0
"Gotta love it when @115830 completely lie about trying to deliver to your address. Been in all day, bell not rung once. Fuckin useless!!",delivery_attempt_issue,0.36600896261498184
@AmazonHelp how will that help? I can't add the subtitles for this. Speaking on the phone to a CSA can't add this can it?,product_or_digital_issue,1.0
@115850 @119625 When are you planning to bring Kannada content in Prime Video? I've been waiting from quite long. @24233,prime_subscription,0.432774219480005
@AmazonHelp When did you start using DPD? I pay for Amazon prime so that I can get my delivery the next day but they're crap,delivery_delay,1.0000000000000002
"@AmazonHelp Non, j'ai le suivi via UPS, c'est juste que qd il passe de dépôt en dépôt en restant à chaque fois au moins 1 journée, ça explique leur QoS",delivery_delay,1.0000000000000002
"Always a joy when @118706 marks my @115821 shipment as delivered, but doesn't bother to actually deliver the package

@123967 #Fail #Fraud",delivery_not_received,0.4420884449123451
"@117086 1984, Admirável mundo novo, Laranja mecânica e A little life, pra não ficar só nos distópicos kkk",other_non_actionable,0.5001324463797918
"@AmazonHelp Customer support chat and phone not able to arrange me an inspection and refund/replace for order : 405-6129009-8035548. Now, they asked me to email cs-reply[at]amazon.in. Care to help? Wrong order and amazon keeps wasting time ... and support team seems helpless.",refund_or_return,1.0000000000000002
"Come on @115821, you gotta do better! Package was supposed to be here today @ 8pm. It's 8:07 and now it's delayed for a couple days?! 😩😒",delivery_delay,0.39418448731312533
@AmazonHelp I cant get to the site to even loh in,account_or_security,1.0
"@AmazonHelp Pues mira, estoy a la espera. Hablé con el repartidor para decir mi piso y a los 15 segundos me llegó el mensaje de fallido.",delivery_attempt_issue,0.9999999999999999
@AmazonHelp Well as expected my package did not arrive yesterday which was the original date given for delivery,delivery_delay,1.0000000000000002
amazonが強すぎてprime会員になるか悩む,prime_subscription,0.0
Still waiting for the apology letter from both dept. customer care supervisor and delivery team @AmazonHelp @115850 @115851,other_non_actionable,1.0000000000000002
"Desde segunda estava selecionando livros pra comprar na Amazon. Minha compra no total estava dando quase 800 temers. Fui ver hoje o meu carrinho de novo pra ver se haveria desconto de verdade e tava dando 550 temers! Te amo, @117086 😍",other_non_actionable,0.21255595000561606
"@758945 @115821 That's what I'm hoping. I would've thought that living ~10 miles from their new distribution center would decrease my shipping time, not increase.",delivery_delay,0.40042376510021305
@AmazonHelp “amazon basics” charger not working 20 days after purchase ??,product_or_digital_issue,1.0
@AmazonHelp Are you going to help me with this @AmazonHelp?,other_non_actionable,1.0
@AmazonHelp I have done all this but it still does not seem to work,product_or_digital_issue,1.0
@AmazonHelp AMZL US is the carrier - I’ve reordered and of course there is a price increase!!,delivery_delay,1.0000000000000002
Day three with unprofessional @115821. Failure after failure,delivery_attempt_issue,0.7456021844889823
"Estoy hasta los .... de los señores de @80, no sé si se ríen de mí, de @116928 o de ambos...",other_non_actionable,0.24803262954527924
"@115850 You charge customers for 1 day / 2 days guaranteed delivery, then you fail to deliver . Any compensation? #DeliverOnTimeOrGoHome",delivery_delay,0.5098767352102915
@AmazonHelp why does my fire stick just randomly decided to restart.  Tuff to watch football games when this happens thanks,product_or_digital_issue,1.0
@AmazonHelp Today but it's 6:17 doubt u guys will come thru,delivery_delay,1.0000000000000002
"@AmazonHelp For same issue,Safe T claim does reimbursement as a successful order then why FBA is malpracticing it under the name of FAIR MARKET VALUE?",seller_or_product_complaint,1.0000000000000002
@115850  I am Kunal Rajput (pH no: 9910985835) I purchased 5 bedsheets but those qualitiy was very bad so I returned the bedsheets and they gave the refund in my Amazon pay account and it won't transfer to my bank account. I want my money back in my bank account,refund_or_return,0.6274812734475871
Salty because my amazon order says that my package has been here since Thursday but somehow our post office doesn't have it 🙃,delivery_not_received,0.5173733424529544
"If @115821 #amazonlogistics wants to be a delivery service, they need a better problem resolution and feedback mechanism @115851",delivery_attempt_issue,0.40588905497007133
"@AmazonHelp Bonjour :) comme à chaque commande de jeux vidéo en étant prime livraison 2 jours, toujours envoyé en retard...",delivery_delay,1.0000000000000002
@AmazonHelp Email said “pending”. But item before checkout said Friday. And says back in stock on 20th but not shipping for another 4-6weeks?,delivery_delay,1.0000000000000002
Letting @115821 box dry after an afternoon in the rain. Any way to request @115817 as our dedicated carrier? They never do this. https://t.co/1bNpm6vL8J,delivery_attempt_issue,0.37420330851616007
Well the service that you provide @115850 is impeccable! It's been over 10 days and the product is still not been delivered. Infact paying for same day delivery you didn't deliver it on the same day. Great experience @115821 @115830,delivery_delay,0.4235783888635775
"@AmazonHelp I have been contacted by a very helpful representative called Michelle who has said it will be delivered today.Having said that somebody really needs to look into these drivers constantly marking items as delivered when they haven't been, as it is putting me off buying from you.",delivery_not_received,1.0
"There is nothing quite as enjoyable as spending an hour putting together a toddler bed only to discover on the final step they didn't give you the proper parts. Thanks, @115821!",product_or_digital_issue,0.2370263147868904
@AmazonHelp It just gives a window until 8pm. This order was supposed to be delivered on Monday. How can I change it back to that,delivery_delay,1.0000000000000002
@156928 @16385 @156929 why do i get an error? https://t.co/J3mF1mg4TR,product_or_digital_issue,0.6767389853517142
"I'm loving my @115833! ❤️ But how do I train Alexa or create voice profile? There seems to be an error in the Settings &gt; Your Voice. I can't click ""begin"". https://t.co/AzgksdpTtG",product_or_digital_issue,0.5963483601697285
@720719 @115825 Vielleicht morgen.,other_non_actionable,0.29479485329599675
"Sagt mal @116316, wenn 75ml 61,99 Euro kosten, wie können dann 100ml 61.990,00 Euro kosten? Sollte doch eine einfache Rechnung sein, oder? https://t.co/8vZwPOcgzr",seller_or_product_complaint,0.24440806159971615
"@116316, ihr solltet im Ruhrgebiet wieder @124285 oder @122924 die Arbeit machen lassen: war zuverlässiger. 😒",delivery_attempt_issue,0.2453840111528099
"@AmazonHelp getting my prime parcel delivered to a business address and it says until 9, we close in 35 minutes, need the parcel. Help!",delivery_attempt_issue,1.0
@133270 @115850 This incident already done with us...Amazon service is very cheap &amp; poor  in india ....I ordered samsung phone and we got the bathing &amp; washing soap instead phone.....,seller_or_product_complaint,0.35386450528632657
@115850 What's the point in charging extra for quick delivery when your courier cares two hoots and deliberately delays?,delivery_delay,0.3483091065818003
@118117 Hey @115821 already have both your services but the fact I can’t order is a problem,order_issue,0.35451353407996816
@AmazonHelp The safe place is in the shed 😂 it always has been but they just didn’t this time . The item was supposed to be a present ! It’s ruined,delivery_attempt_issue,1.0000000000000002
"@AmazonHelp Ya i have already checked ,but this response is not reducing my tension ,i am not satisfied by it.i want faster action.",other_non_actionable,1.0
@AmazonHelp Game was supposed to release yesterday(Friday). Since I pre ordered I was expecting amazon to ship it early (Thursday). It’s 10am on Saturday,delivery_delay,1.0
@AmazonHelp If i place the fresh order im being charged extra for delivery by today,payment_or_billing,1.0000000000000002
@AmazonHelp ありがとうございます。,other_non_actionable,1.0000000000000002
@AmazonHelp Apparently I'm not alone...I see your recent reviews on facebook.  Including mine.  I'm just over it.  I don't want a free month of it.,prime_subscription,1.0
@AmazonHelp No me ha llegado el paquete que tenia que llegar el 18 y aun nada,delivery_not_received,1.0000000000000002
@AmazonHelp I'm trying to get a package delivered too my po box and it's going through ups surepost and they keep trying to bring it too the post office when it's closed and I don't know what to do. I just want my package.,delivery_attempt_issue,1.0000000000000002
"Eben @117093 ausprobiert. Lief alles wie am Schnürchen, meinen leeren Kasten Augustiner haben sie auch mit einem Lächeln im Gesicht entgegengenommen. 
Gerne wieder ✌🏽",other_non_actionable,0.25883305930557604
@115821 @120533 @AmazonHelp @127390 #TurtlesAllTheWayDown Et je ne pense pas être la seule...? Has this happened to someone else? https://t.co/cnkB2p99RQ,other_non_actionable,1.0
